x,y,Bx,By,B_total,phi_deg
42,40,-11.06,132.84,133.29,94.8
43,40,24.13,195.59,197.08,83.0
44,40,91.67,104.27,138.84,48.7
45,40,3.96,222.63,222.67,89.0
46,40,11.86,59.57,60.74,78.7
47,40,60.58,194.89,204.09,72.7
48,40,116.90,50.69,127.42,23.4
49,40,10.66,88.61,89.25,83.1
50,40,-7.54,51.59,52.14,98.3
51,40,113.31,47.05,122.69,22.6
52,40,36.45,93.42,100.28,68.7
53,40,40.31,118.61,125.28,71.2
54,40,-40.20,94.64,102.83,113.0
55,40,11.28,7.60,13.60,34.0
56,40,37.67,30.96,48.76,39.4
57,40,77.88,-22.37,81.03,-16.0
58,40,-13.20,-36.90,39.19,-109.7
59,40,102.99,-47.84,113.56,-24.9
60,40,-18.55,-14.91,23.80,-141.2
61,40,-22.16,17.53,28.25,141.6
62,40,85.89,-91.98,125.85,-47.0
63,40,17.24,0.22,17.24,0.7
0,41,-21.84,73.33,76.51,106.6
1,41,0.04,52.59,52.59,90.0
2,41,78.01,-34.17,85.16,-23.7
3,41,86.83,-76.60,115.79,-41.4
4,41,-23.51,13.82,27.27,149.6
5,41,19.69,-128.14,129.65,-81.3
6,41,31.44,39.35,50.36,51.4
7,41,-16.70,-31.65,35.79,-117.8
8,41,35.91,64.77,74.06,61.0
9,41,45.20,-120.07,128.30,-69.4
10,41,108.04,4.12,108.12,2.2
11,41,116.93,-56.00,129.64,-25.6
12,41,44.60,-77.73,89.62,-60.2
13,41,53.31,-140.73,150.49,-69.3
14,41,98.11,-54.08,112.03,-28.9
15,41,34.00,-61.85,70.57,-61.2
16,41,88.14,-17.85,89.93,-11.5
17,41,46.67,-67.24,81.85,-55.2
18,41,-8.11,-156.30,156.51,-93.0
19,41,-20.94,-183.54,184.73,-96.5
20,41,83.61,-205.75,222.09,-67.9
21,41,-13.59,-64.45,65.87,-101.9
22,41,58.77,-174.44,184.07,-71.4
23,41,-65.93,-55.60,86.25,-139.9
24,41,-41.42,-94.38,103.07,-113.7
25,41,49.78,-92.49,105.04,-61.7
26,41,-134.38,-110.52,173.99,-140.6
27,41,-185.75,-46.68,191.52,-165.9
28,41,-33.63,-63.80,72.12,-117.8
29,41,-144.35,-63.98,157.89,-156.1
30,41,-107.25,7.30,107.50,176.1
31,41,-137.06,-16.39,138.04,-173.2
32,41,-94.36,-30.72,99.23,-162.0
33,41,-153.74,57.49,164.14,159.5
34,41,-112.01,42.32,119.74,159.3
35,41,-75.47,87.47,115.53,130.8
36,41,-141.27,57.02,152.34,158.0
37,41,-116.52,34.72,121.58,163.4
38,41,-87.22,195.74,214.29,114.0
39,41,-127.43,197.96,235.43,122.8
40,41,-61.38,173.80,184.32,109.5
41,41,-17.30,116.14,117.42,98.5
42,41,-25.74,123.10,125.76,101.8
43,41,-2.31,206.44,206.45,90.6
44,41,25.90,115.66,118.52,77.4
45,41,7.57,94.97,95.27,85.4
46,41,85.62,211.25,227.94,67.9
47,41,130.51,104.73,167.33,38.7
48,41,40.04,184.07,188.38,77.7
49,41,89.16,13.94,90.24,8.9
50,41,52.03,98.15,111.09,62.1
51,41,79.33,164.74,182.84,64.3
52,41,134.85,52.46,144.69,21.3
53,41,76.46,28.59,81.63,20.5
54,41,-43.73,-24.66,50.21,-150.6
55,41,61.39,80.91,101.57,52.8
56,41,94.25,-17.54,95.87,-10.5
57,41,15.85,11.42,19.54,35.8
58,41,71.59,-49.45,87.01,-34.6
59,41,-17.17,87.02,88.70,101.2
60,41,-60.76,64.50,88.61,133.3
61,41,17.42,3.33,17.73,10.8
62,41,-80.03,-54.20,96.65,-145.9
63,41,-6.22,79.27,79.51,94.5
0,42,69.25,-20.63,72.26,-16.6
1,42,-88.86,-58.57,106.43,-146.6
2,42,-55.18,-92.73,107.91,-120.8
3,42,-40.14,-38.67,55.73,-136.1
4,42,11.51,-81.37,82.18,-81.9
5,42,0.16,-42.67,42.67,-89.8
6,42,92.70,22.06,95.28,13.4
7,42,75.20,-38.41,84.44,-27.1
8,42,57.31,-7.26,57.77,-7.2
9,42,45.00,-67.62,81.23,-56.4
10,42,62.39,-35.62,71.84,-29.7
11,42,4.14,48.74,48.92,85.1
12,42,93.71,-74.04,119.43,-38.3
13,42,-2.46,-47.43,47.49,-93.0
14,42,95.48,-155.40,182.39,-58.4
15,42,111.47,-11.67,112.08,-6.0
16,42,58.79,-121.71,135.16,-64.2
17,42,33.00,-54.60,63.80,-58.9
18,42,52.93,-121.12,132.18,-66.4
19,42,-121.24,-90.23,151.14,-143.3
20,42,24.13,-90.66,93.82,-75.1
21,42,-10.57,-147.46,147.84,-94.1
22,42,-21.74,-67.93,71.32,-107.7
23,42,2.15,-155.24,155.26,-89.2
24,42,-49.92,-70.44,86.34,-125.3
25,42,-114.74,-118.50,164.95,-134.1
26,42,-74.61,-69.17,101.74,-137.2
27,42,-72.10,-95.82,119.91,-127.0
28,42,-75.83,-55.12,93.74,-144.0
29,42,-77.86,-95.41,123.15,-129.2
30,42,-36.79,-12.83,38.96,-160.8
31,42,-144.42,-6.22,144.56,-177.5
32,42,-81.34,-18.57,83.43,-167.1
33,42,-24.26,22.45,33.06,137.2
34,42,-172.69,48.38,179.33,164.3
35,42,-72.60,26.80,77.38,159.7
36,42,-104.75,66.28,123.96,147.7
37,42,-86.07,36.37,93.44,157.1
38,42,-102.97,216.28,239.54,115.5
39,42,-54.66,162.30,171.25,108.6
40,42,58.88,130.95,143.58,65.8
41,42,-82.43,181.13,199.01,114.5
42,42,-63.39,25.88,68.46,157.8
43,42,-56.08,-3.67,56.20,-176.3
44,42,108.20,100.85,147.91,43.0
45,42,9.80,46.03,47.07,78.0
46,42,40.53,95.30,103.56,67.0
47,42,28.10,108.13,111.72,75.4
48,42,4.94,133.69,133.79,87.9
49,42,41.95,20.21,46.56,25.7
50,42,176.06,86.63,196.22,26.2
51,42,120.45,57.34,133.40,25.5
52,42,4.59,64.68,64.84,85.9
53,42,75.11,12.89,76.21,9.7
54,42,-3.86,100.61,100.68,92.2
55,42,-56.27,19.87,59.68,160.5
56,42,78.46,108.35,133.77,54.1
57,42,80.74,-24.36,84.34,-16.8
58,42,70.75,48.67,85.87,34.5
59,42,-8.82,5.65,10.47,147.3
60,42,3.13,-10.02,10.49,-72.7
61,42,46.28,36.24,58.78,38.1
62,42,26.20,-11.65,28.67,-24.0
63,42,-14.78,-130.76,131.59,-96.4
0,43,-76.85,-155.29,173.27,-116.3
1,43,11.23,60.58,61.61,79.5
2,43,61.29,57.26,83.88,43.1
3,43,-50.32,88.52,101.82,119.6
4,43,44.16,-8.79,45.03,-11.3
5,43,31.92,-75.18,81.67,-67.0
6,43,56.39,-34.83,66.28,-31.7
7,43,66.38,-17.34,68.61,-14.6
8,43,-7.79,-73.15,73.56,-96.1
9,43,-49.70,53.86,73.29,132.7
10,43,8.52,76.74,77.21,83.7
11,43,83.27,-18.85,85.38,-12.8
12,43,14.58,-51.59,53.61,-74.2
13,43,8.74,-124.68,124.98,-86.0
14,43,-47.30,8.17,48.00,170.2
15,43,130.02,-74.57,149.88,-29.8
16,43,80.36,-101.69,129.61,-51.7
17,43,72.26,-71.19,101.44,-44.6
18,43,74.88,-131.26,151.12,-60.3
19,43,46.33,-99.62,109.87,-65.1
20,43,-5.08,-181.97,182.04,-91.6
21,43,-12.29,-55.97,57.31,-102.4
22,43,-37.04,-113.51,119.40,-108.1
23,43,104.76,-45.80,114.33,-23.6
24,43,-9.77,-106.88,107.33,-95.2
25,43,-70.22,-94.61,117.82,-126.6
26,43,-31.86,-137.60,141.24,-103.0
27,43,-112.29,-26.74,115.43,-166.6
28,43,8.35,-95.15,95.52,-85.0
29,43,-103.64,-61.52,120.53,-149.3
30,43,-47.93,-22.47,52.93,-154.9
31,43,-20.85,-1.48,20.90,-175.9
32,43,-54.91,-77.77,95.20,-125.2
33,43,-68.26,10.98,69.13,170.9
34,43,-70.05,76.97,104.07,132.3
35,43,-69.70,32.44,76.88,155.0
36,43,-90.58,53.49,105.20,149.4
37,43,-77.61,85.10,115.17,132.4
38,43,26.95,81.50,85.84,71.7
39,43,-42.99,45.30,62.45,133.5
40,43,-66.27,101.92,121.57,123.0
41,43,-41.47,157.99,163.35,104.7
42,43,50.91,57.77,77.00,48.6
43,43,40.91,91.12,99.88,65.8
44,43,45.51,37.89,59.22,39.8
45,43,13.62,149.05,149.67,84.8
46,43,62.43,90.63,110.06,55.4
47,43,6.90,44.72,45.25,81.2
48,43,29.40,83.00,88.05,70.5
49,43,92.26,8.97,92.69,5.6
50,43,87.15,8.25,87.54,5.4
51,43,-7.42,-21.96,23.18,-108.7
52,43,-3.96,-10.58,11.29,-110.5
53,43,40.64,103.10,110.82,68.5
54,43,117.45,-8.09,117.73,-3.9
55,43,-68.85,46.11,82.86,146.2
56,43,36.70,-23.91,43.80,-33.1
57,43,-49.92,51.83,71.96,133.9
58,43,-16.38,-40.76,43.92,-111.9
59,43,-6.00,9.87,11.55,121.3
60,43,-11.46,8.49,14.26,143.5
61,43,-19.35,120.64,122.18,99.1
62,43,5.90,34.57,35.07,80.3
63,43,-22.66,-27.50,35.63,-129.5
0,44,-69.75,32.32,76.87,155.1
1,44,43.55,104.18,112.91,67.3
2,44,43.67,-85.29,95.82,-62.9
3,44,50.00,-47.35,68.87,-43.4
4,44,-67.02,-18.92,69.64,-164.2
5,44,27.50,-30.27,40.89,-47.7
6,44,49.22,-28.98,57.12,-30.5
7,44,-32.98,-81.14,87.59,-112.1
8,44,22.38,49.96,54.74,65.9
9,44,19.49,-96.45,98.40,-78.6
10,44,120.64,-41.17,127.47,-18.8
11,44,127.62,14.56,128.45,6.5
12,44,-49.59,-46.45,67.94,-136.9
13,44,159.66,-101.59,189.24,-32.5
14,44,-10.63,-128.00,128.44,-94.7
15,44,82.97,-79.98,115.24,-43.9
16,44,79.73,-113.88,139.02,-55.0
17,44,-22.90,-72.57,76.10,-107.5
18,44,45.71,-158.59,165.04,-73.9
19,44,8.46,-52.05,52.74,-80.8
20,44,33.29,-89.32,95.32,-69.6
21,44,8.16,-85.97,86.36,-84.6
22,44,47.23,-21.65,51.95,-24.6
23,44,-17.87,-111.71,113.12,-99.1
24,44,-38.52,-120.20,126.22,-107.8
25,44,17.04,-103.57,104.96,-80.7
26,44,-15.33,-76.51,78.03,-101.3
27,44,-13.17,-60.86,62.27,-102.2
28,44,-87.21,-86.28,122.68,-135.3
29,44,-109.33,-133.60,172.63,-129.3
30,44,-87.45,-47.70,99.61,-151.4
31,44,-91.08,11.41,91.79,172.9
32,44,-20.73,13.39,24.68,147.1
33,44,-10.26,79.63,80.29,97.3
34,44,-64.82,130.22,145.46,116.5
35,44,17.56,82.71,84.55,78.0
36,44,18.67,125.44,126.82,81.5
37,44,-32.18,105.22,110.03,107.0
38,44,-78.86,161.67,179.88,116.0
39,44,48.64,176.45,183.03,74.6
40,44,-24.69,137.37,139.57,100.2
41,44,-6.28,129.02,129.18,92.8
42,44,-20.36,85.20,87.60,103.4
43,44,-38.92,93.03,100.84,112.7
44,44,-59.59,75.81,96.43,128.2
45,44,52.69,119.58,130.67,66.2
46,44,-12.28,46.82,48.40,104.7
47,44,184.18,66.47,195.81,19.8
48,44,-20.37,-49.28,53.32,-112.5
49,44,-27.73,146.72,149.32,100.7
50,44,60.47,41.60,73.39,34.5
51,44,110.09,67.72,129.25,31.6
52,44,34.63,110.62,115.91,72.6
53,44,57.15,46.17,73.47,38.9
54,44,-66.88,97.53,118.26,124.4
55,44,-11.96,-41.84,43.52,-105.9
56,44,-35.10,135.80,140.26,104.5
57,44,-79.33,66.70,103.64,139.9
58,44,18.40,19.87,27.08,47.2
59,44,-102.13,78.32,128.70,142.5
60,44,-58.27,-53.20,78.90,-137.6
61,44,-20.83,-10.62,23.38,-153.0
62,44,-37.01,74.94,83.59,116.3
63,44,23.20,-91.42,94.32,-75.8
0,45,18.01,26.33,31.90,55.6
1,45,48.37,24.21,54.10,26.6
2,45,42.49,95.13,104.19,65.9
3,45,63.37,-83.72,105.00,-52.9
4,45,7.98,74.31,74.73,83.9
5,45,25.28,-36.18,44.14,-55.1
6,45,37.97,-33.10,50.37,-41.1
7,45,21.99,-74.95,78.11,-73.6
8,45,-2.30,-71.96,71.99,-91.8
9,45,3.60,-1.75,4.01,-25.9
10,45,-18.11,-82.55,84.51,-102.4
11,45,46.08,4.47,46.30,5.5
12,45,22.02,-71.83,75.13,-73.0
13,45,-5.45,-105.85,105.99,-92.9
14,45,-5.32,-78.29,78.47,-93.9
15,45,-33.74,-41.72,53.66,-129.0
16,45,73.51,-78.74,107.72,-47.0
17,45,25.05,-68.84,73.26,-70.0
18,45,-26.65,-40.46,48.45,-123.4
19,45,51.23,-24.61,56.84,-25.7
20,45,-23.72,-96.19,99.07,-103.9
21,45,-73.06,-133.18,151.90,-118.7
22,45,41.08,-75.67,86.10,-61.5
23,45,-43.96,-52.67,68.61,-129.9
24,45,-44.27,-144.28,150.92,-107.1
25,45,-27.84,-109.27,112.76,-104.3
26,45,21.98,-92.86,95.43,-76.7
27,45,-38.50,-58.35,69.91,-123.4
28,45,-102.87,-76.20,128.02,-143.5
29,45,-18.22,7.67,19.77,157.2
30,45,-71.30,-97.04,120.42,-126.3
31,45,46.54,-84.61,96.56,-61.2
32,45,-47.91,-11.07,49.17,-167.0
33,45,-158.80,8.00,159.00,177.1
34,45,-27.55,-45.05,52.80,-121.5
35,45,54.32,7.81,54.87,8.2
36,45,39.30,27.91,48.20,35.4
37,45,56.40,37.24,67.59,33.4
38,45,-80.88,72.33,108.51,138.2
39,45,21.78,38.16,43.94,60.3
40,45,-53.21,150.09,159.25,109.5
41,45,1.23,103.88,103.89,89.3
42,45,-66.38,40.61,77.82,148.5
43,45,-27.92,85.41,89.86,108.1
44,45,-23.01,84.93,87.99,105.2
45,45,61.41,136.00,149.23,65.7
46,45,61.16,40.53,73.37,33.5
47,45,38.41,103.24,110.16,69.6
48,45,-40.74,60.65,73.06,123.9
49,45,12.21,126.48,127.07,84.5
50,45,-9.59,109.74,110.16,95.0
51,45,70.20,48.53,85.34,34.7
52,45,83.91,19.43,86.13,13.0
53,45,75.59,52.26,91.90,34.7
54,45,-17.53,12.90,21.77,143.6
55,45,-119.42,101.58,156.78,139.6
56,45,-73.44,17.77,75.56,166.4
57,45,83.48,-9.54,84.02,-6.5
58,45,-9.96,-14.77,17.82,-124.0
59,45,-29.46,-54.48,61.93,-118.4
60,45,88.46,32.40,94.21,20.1
61,45,68.13,-37.67,77.85,-28.9
62,45,4.91,57.30,57.51,85.1
63,45,-11.94,-62.95,64.07,-100.7
0,46,-4.43,4.91,6.61,132.0
1,46,14.29,55.46,57.27,75.6
2,46,83.88,-110.47,138.70,-52.8
3,46,26.15,97.00,100.47,74.9
4,46,42.70,-26.54,50.28,-31.9
5,46,66.46,0.05,66.46,0.0
6,46,-48.68,19.42,52.41,158.3
7,46,49.51,24.53,55.26,26.4
8,46,-0.89,-1.22,1.51,-126.1
9,46,-109.89,31.29,114.25,164.1
10,46,-88.52,3.17,88.58,177.9
11,46,-31.31,60.57,68.18,117.3
12,46,47.47,-6.48,47.90,-7.8
13,46,27.33,60.22,66.13,65.6
14,46,30.87,1.49,30.91,2.8
15,46,118.37,-139.34,182.83,-49.7
16,46,-44.39,76.30,88.27,120.2
17,46,14.99,-87.62,88.90,-80.3
18,46,27.96,12.02,30.44,23.3
19,46,-28.49,-64.23,70.27,-113.9
20,46,4.69,-14.10,14.86,-71.6
21,46,-82.18,-101.78,130.82,-128.9
22,46,62.69,-34.83,71.72,-29.1
23,46,-47.42,-76.07,89.64,-121.9
24,46,82.99,19.63,85.29,13.3
25,46,-24.95,-32.01,40.58,-127.9
26,46,23.95,-0.66,23.96,-1.6
27,46,-33.55,-148.24,151.99,-102.8
28,46,-35.14,-36.15,50.41,-134.2
29,46,-64.80,-2.62,64.85,-177.7
30,46,-30.95,-2.86,31.08,-174.7
31,46,-21.65,43.35,48.46,116.5
32,46,-76.77,-13.59,77.96,-170.0
33,46,-43.16,16.48,46.20,159.1
34,46,-66.10,82.21,105.49,128.8
35,46,81.38,-82.06,115.58,-45.2
36,46,-35.37,69.50,77.99,117.0
37,46,49.81,30.76,58.54,31.7
38,46,-33.10,8.33,34.14,165.9
39,46,-5.61,76.14,76.35,94.2
40,46,-79.41,124.78,147.91,122.5
41,46,-30.15,118.07,121.86,104.3
42,46,8.35,60.60,61.18,82.2
43,46,82.58,110.94,138.30,53.3
44,46,19.42,108.97,110.69,79.9
45,46,81.93,58.39,100.61,35.5
46,46,48.40,24.25,54.13,26.6
47,46,100.44,22.49,102.93,12.6
48,46,17.87,90.95,92.69,78.9
49,46,141.17,41.46,147.13,16.4
50,46,-2.63,-14.30,14.54,-100.4
51,46,-17.42,-51.65,54.51,-108.6
52,46,-40.90,69.07,80.27,120.6
53,46,134.43,-4.56,134.51,-1.9
54,46,56.89,35.10,66.85,31.7
55,46,-2.87,76.90,76.95,92.1
56,46,74.22,-53.67,91.59,-35.9
57,46,44.19,6.89,44.72,8.9
58,46,106.31,-1.53,106.32,-0.8
59,46,-70.99,24.26,75.02,161.1
60,46,-8.24,65.87,66.38,97.1
61,46,-19.25,-63.62,66.47,-106.8
62,46,-95.75,30.54,100.51,162.3
63,46,55.20,53.03,76.54,43.9
0,47,-11.81,-10.54,15.83,-138.3
1,47,39.28,-8.59,40.21,-12.3
2,47,121.02,18.53,122.43,8.7
3,47,-13.73,13.97,19.59,134.5
4,47,-16.06,24.71,29.47,123.0
5,47,12.17,22.22,25.33,61.3
6,47,56.99,-56.73,80.41,-44.9
7,47,-19.19,39.71,44.10,115.8
8,47,-20.81,45.94,50.44,114.4
9,47,65.19,-6.12,65.48,-5.4
10,47,32.76,-93.59,99.16,-70.7
11,47,-87.11,-28.47,91.64,-161.9
12,47,-45.16,-17.19,48.32,-159.2
13,47,91.71,-88.56,127.49,-44.0
14,47,36.72,-53.85,65.18,-55.7
15,47,-22.15,-110.77,112.96,-101.3
16,47,6.07,-14.14,15.38,-66.8
17,47,13.16,-39.95,42.06,-71.8
18,47,46.50,-133.63,141.49,-70.8
19,47,-61.59,-36.02,71.35,-149.7
20,47,-39.58,-57.68,69.96,-124.5
21,47,11.94,-29.18,31.53,-67.7
22,47,-11.00,-73.56,74.38,-98.5
23,47,18.34,-91.86,93.68,-78.7
24,47,-75.75,-87.01,115.36,-131.0
25,47,-0.08,-71.01,71.01,-90.1
26,47,33.45,-37.88,50.54,-48.6
27,47,0.54,-25.38,25.39,-88.8
28,47,-18.96,-35.65,40.37,-118.0
29,47,-32.27,-40.14,51.50,-128.8
30,47,-70.25,-29.08,76.03,-157.5
31,47,-32.62,121.53,125.83,105.0
32,47,33.97,-34.68,48.54,-45.6
33,47,-34.46,-16.39,38.16,-154.6
34,47,-71.97,183.67,197.26,111.4
35,47,-50.53,47.16,69.12,137.0
36,47,-13.75,-36.22,38.74,-110.8
37,47,-39.80,80.96,90.22,116.2
38,47,6.33,-1.40,6.48,-12.5
39,47,11.87,93.92,94.67,82.8
40,47,34.19,41.24,53.57,50.3
41,47,65.17,31.99,72.60,26.1
42,47,48.08,135.46,143.74,70.5
43,47,-44.25,83.18,94.21,118.0
44,47,-38.85,102.25,109.38,110.8
45,47,5.93,73.09,73.33,85.4
46,47,-10.06,26.03,27.90,111.1
47,47,-42.33,75.07,86.18,119.4
48,47,-6.12,100.76,100.95,93.5
49,47,-7.10,42.58,43.17,99.5
50,47,-16.95,121.41,122.59,97.9
51,47,0.32,69.44,69.44,89.7
52,47,74.05,33.33,81.21,24.2
53,47,23.79,31.45,39.44,52.9
54,47,135.92,22.29,137.74,9.3
55,47,19.26,-50.17,53.74,-69.0
56,47,-5.36,5.30,7.54,135.3
57,47,7.84,18.69,20.27,67.3
58,47,19.06,-14.96,24.23,-38.1
59,47,26.76,21.29,34.20,38.5
60,47,107.76,4.34,107.85,2.3
61,47,-39.24,41.08,56.80,133.7
62,47,45.25,34.88,57.13,37.6
63,47,12.10,9.58,15.43,38.4
0,48,-77.24,-69.36,103.81,-138.1
1,48,40.30,88.12,96.90,65.4
2,48,65.71,-9.06,66.34,-7.8
3,48,-39.84,-6.73,40.40,-170.4
4,48,3.39,-20.74,21.01,-80.7
5,48,-81.48,-29.20,86.56,-160.3
6,48,-57.10,70.97,91.08,128.8
7,48,59.40,61.30,85.36,45.9
8,48,-15.12,12.12,19.38,141.3
9,48,-46.04,-17.92,49.40,-158.7
10,48,22.01,15.62,26.99,35.4
11,48,-14.62,-14.75,20.76,-134.7
12,48,-11.31,-31.30,33.29,-109.9
13,48,49.58,-8.42,50.29,-9.6
14,48,-45.50,-50.99,68.34,-131.7
15,48,-33.21,-19.87,38.70,-149.1
16,48,18.71,-25.61,31.72,-53.8
17,48,57.88,-8.65,58.53,-8.5
18,48,69.21,-72.20,100.01,-46.2
19,48,-28.51,-7.51,29.48,-165.2
20,48,48.70,-89.32,101.73,-61.4
21,48,-40.52,-72.74,83.26,-119.1
22,48,86.75,-69.73,111.30,-38.8
23,48,-64.46,-95.14,114.92,-124.1
24,48,55.61,11.90,56.87,12.1
25,48,-46.41,-83.85,95.84,-119.0
26,48,84.64,-66.13,107.41,-38.0
27,48,11.50,36.43,38.20,72.5
28,48,-70.49,-49.52,86.14,-144.9
29,48,-47.00,-24.67,53.08,-152.3
30,48,17.37,-59.86,62.33,-73.8
31,48,30.55,38.54,49.18,51.6
32,48,-25.62,45.44,52.16,119.4
33,48,-19.45,46.21,50.14,112.8
34,48,17.03,42.14,45.45,68.0
35,48,-13.10,24.67,27.93,118.0
36,48,-82.74,0.12,82.74,179.9
37,48,-56.67,-9.57,57.47,-170.4
38,48,-1.83,99.89,99.91,91.1
39,48,49.96,77.12,91.89,57.1
40,48,73.03,6.87,73.35,5.4
41,48,34.41,45.28,56.87,52.8
42,48,13.05,29.10,31.89,65.9
43,48,39.27,-12.41,41.18,-17.5
44,48,-28.59,51.90,59.25,118.9
45,48,-0.36,20.46,20.47,91.0
46,48,-31.79,-8.83,33.00,-164.5
47,48,-51.43,-38.14,64.03,-143.4
48,48,28.74,-45.71,53.99,-57.8
49,48,21.86,10.36,24.19,25.4
50,48,47.00,21.07,51.51,24.2
51,48,39.53,-21.97,45.23,-29.1
52,48,23.64,50.97,56.19,65.1
53,48,38.36,12.06,40.21,17.4
54,48,7.27,41.39,42.03,80.0
55,48,28.85,0.96,28.86,1.9
56,48,-29.31,-31.36,42.92,-133.1
57,48,24.33,11.94,27.10,26.1
58,48,38.20,-58.35,69.74,-56.8
59,48,-29.65,30.58,42.59,134.1
60,48,5.61,-44.17,44.53,-82.8
61,48,-28.85,47.88,55.90,121.1
62,48,-24.56,-15.51,29.04,-147.7
63,48,-54.93,54.13,77.12,135.4
0,49,64.29,-56.94,85.88,-41.5
1,49,54.63,-35.03,64.89,-32.7
2,49,28.64,17.47,33.54,31.4
3,49,100.90,56.37,115.57,29.2
4,49,-6.56,80.43,80.70,94.7
5,49,155.20,-1.77,155.21,-0.7
6,49,-6.97,86.89,87.17,94.6
7,49,18.03,-20.89,27.59,-49.2
8,49,-13.72,46.87,48.83,106.3
9,49,25.68,-57.12,62.63,-65.8
10,49,49.68,8.79,50.45,10.0
11,49,2.92,-131.75,131.79,-88.7
12,49,97.98,-73.40,122.42,-36.8
13,49,21.38,3.24,21.62,8.6
14,49,22.91,-88.55,91.46,-75.5
15,49,-36.47,-4.36,36.73,-173.2
16,49,29.11,17.01,33.71,30.3
17,49,0.29,-55.70,55.70,-89.7
18,49,-25.00,-80.98,84.75,-107.2
19,49,-35.32,-57.62,67.58,-121.5
20,49,134.93,-82.96,158.39,-31.6
21,49,-14.17,-39.81,42.26,-109.6
22,49,-76.26,-28.99,81.59,-159.2
23,49,-40.71,-48.02,62.96,-130.3
24,49,-10.65,53.08,54.14,101.3
25,49,17.18,-63.88,66.15,-74.9
26,49,15.77,44.98,47.66,70.7
27,49,20.32,-72.84,75.63,-74.4
28,49,-46.98,-12.93,48.72,-164.6
29,49,1.38,47.10,47.12,88.3
30,49,-60.05,49.25,77.66,140.6
31,49,-47.53,-23.47,53.01,-153.7
32,49,-62.43,30.21,69.36,154.2
33,49,-75.67,28.38,80.81,159.4
34,49,37.56,-14.94,40.43,-21.7
35,49,19.70,47.37,51.30,67.4
36,49,35.33,113.91,119.26,72.8
37,49,-10.01,48.18,49.21,101.7
38,49,28.69,56.22,63.12,63.0
39,49,-96.14,64.25,115.63,146.2
40,49,37.35,-40.33,54.97,-47.2
41,49,5.44,57.11,57.37,84.6
42,49,30.36,-16.09,34.36,-27.9
43,49,20.34,5.18,20.99,14.3
44,49,-45.84,142.01,149.23,107.9
45,49,-69.49,19.87,72.27,164.0
46,49,-28.61,-6.38,29.32,-167.4
47,49,36.43,85.94,93.35,67.0
48,49,43.48,-21.68,48.59,-26.5
49,49,-59.02,0.56,59.02,179.5
50,49,-39.63,82.55,91.57,115.6
51,49,-27.02,19.45,33.29,144.2
52,49,-9.25,-63.41,64.08,-98.3
53,49,-60.20,39.42,71.96,146.8
54,49,-64.04,-9.81,64.79,-171.3
55,49,-34.92,85.06,91.95,112.3
56,49,9.58,-23.91,25.76,-68.2
57,49,-54.62,57.56,79.35,133.5
58,49,-2.18,92.62,92.65,91.3
59,49,55.83,-39.65,68.47,-35.4
60,49,-62.80,-7.50,63.25,-173.2
61,49,-8.56,21.01,22.69,112.2
62,49,52.58,-41.73,67.12,-38.4
63,49,-19.91,14.32,24.53,144.3
0,50,-27.94,-11.89,30.36,-157.0
1,50,59.18,-13.15,60.62,-12.5
2,50,-13.99,1.20,14.04,175.1
3,50,56.93,1.86,56.96,1.9
4,50,23.61,5.91,24.33,14.1
5,50,-14.46,-32.96,35.99,-113.7
6,50,27.26,-31.69,41.80,-49.3
7,50,19.93,-10.96,22.74,-28.8
8,50,55.61,-8.57,56.27,-8.8
9,50,-22.19,-29.78,37.14,-126.7
10,50,7.89,6.64,10.32,40.1
11,50,3.28,-102.20,102.25,-88.2
12,50,41.94,-50.03,65.29,-50.0
13,50,-44.33,-29.65,53.33,-146.2
14,50,57.74,-60.65,83.74,-46.4
15,50,29.91,61.48,68.37,64.1
16,50,-59.85,-21.04,63.44,-160.6
17,50,65.53,-14.92,67.21,-12.8
18,50,115.66,-49.38,125.76,-23.1
19,50,52.65,-27.06,59.20,-27.2
20,50,72.32,-87.61,113.60,-50.5
21,50,3.52,-35.39,35.56,-84.3
22,50,-85.59,-73.25,112.65,-139.4
23,50,-96.48,-39.20,104.14,-157.9
24,50,6.81,-151.72,151.87,-87.4
25,50,-37.07,-78.01,86.37,-115.4
26,50,-54.55,54.14,76.85,135.2
27,50,-13.09,25.41,28.58,117.3
28,50,19.92,53.10,56.71,69.4
29,50,-84.18,60.04,103.40,144.5
30,50,-34.43,27.97,44.36,140.9
31,50,63.28,-24.55,67.87,-21.2
32,50,-65.98,-49.96,82.76,-142.9
33,50,31.50,63.01,70.45,63.4
34,50,-35.78,12.58,37.92,160.6
35,50,16.43,137.55,138.53,83.2
36,50,44.91,-2.15,44.96,-2.7
37,50,28.25,117.70,121.04,76.5
38,50,37.99,13.77,40.41,19.9
39,50,-63.52,90.53,110.59,125.1
40,50,51.41,110.17,121.57,65.0
41,50,-45.15,-24.75,51.49,-151.3
42,50,12.23,2.65,12.51,12.2
43,50,13.88,-24.80,28.42,-60.8
44,50,26.81,-35.23,44.27,-52.7
45,50,20.81,58.57,62.16,70.4
46,50,-37.07,13.93,39.60,159.4
47,50,-61.49,24.60,66.23,158.2
48,50,50.21,47.79,69.32,43.6
49,50,16.19,-75.03,76.76,-77.8
50,50,64.40,79.99,102.70,51.2
51,50,4.50,-3.95,5.99,-41.3
52,50,-63.90,38.08,74.39,149.2
